,day,contest_id,contestant_id,performance,true_ability,true_relative_ability,market_relative_ability,won,true_dividend,market_dividend
0,0,0,385,-1.2119862273980089,0.22793891185428622,-0.30528913342858494,-0.5356225609547193,False,6.260885544391203,6.019058379487215
1,0,0,904,1.6263791561605854,0.9513587070225682,0.41813066173969704,1.2324934440758388,False,9.204374897581335,16.083087807938732
2,0,0,2,3.6456759612243386,0.19062772862616292,-0.3426003166567082,-0.5422762988184153,False,6.141175637954934,5.998719053167347
3,0,0,414,5.216570180165071,1.6784953303380077,1.1452672850551364,1.4057800091961825,False,13.974535243470081,17.890421027893012
4,0,0,482,-6.905869277505362,0.16075251599752183,-0.3724755292853493,-1.5213488615564552,False,6.048573865660637,3.744378742705863
5,0,0,136,-0.30752563966137103,0.9957079864326646,0.4624799411497934,1.3632606363512634,False,9.432454980579276,17.422097815629296
6,0,0,728,-7.922719952413578,-0.4722848632911135,-1.0055129085739847,-1.1498105767522713,True,4.427969179336566,4.452365056326317
7,0,1,463,1.036849107559033,1.6550639379163061,1.2750500787236119,0.9333727559941636,False,25.53313168725192,18.957477995749105
8,0,1,439,-0.2777837606219854,0.4779533382115075,0.09793947901881334,-0.3290281398942208,False,12.221978262007756,8.956418381377539
9,0,1,348,-3.9899549031679404,0.1962322125584447,-0.18378164663424945,0.29120487675216794,True,10.378153854259606,12.789055171900898
10,0,1,498,2.006102990378661,-0.5507937522829272,-0.9308076114756213,-0.34254198361562704,False,6.884278672382021,8.88906669479363
11,0,1,228,2.8996872223191485,-0.04386648338047322,-0.42388034257316737,0.6487777374275121,False,9.062897858889722,15.86911773990717
12,0,1,771,1.4814659567972968,0.6012504005258238,0.22123654133312964,-0.629961126454544,False,13.145277371218281,7.597669064438364
13,0,1,779,-3.188218485590281,-0.6396524468332466,-1.0196663060259408,-0.5071978228631324,False,6.57068444915931,8.121351719230383
14,0,1,684,0.09246083648653458,-0.6909338975610909,-1.070947756753785,-1.4495732415533626,False,6.3969835793616605,4.980262586650055
15,0,1,19,1.4387646527679268,-0.3238669164605671,-0.7038807756532612,-0.41272436371642934,False,7.773222650532734,8.552307785163233
16,0,1,58,7.334015251790177,3.118752199233164,2.7387383400404697,3.3462944257194835,False,72.8341255050611,107.08634291766603
17,0,2,501,-1.4190500235017502,-1.5248383058193062,-0.9294655351917166,-0.5680073874866125,False,9.772688646213727,11.934756152489562
18,0,2,262,-5.238704034219944,-1.548147851271739,-0.9527750806441494,-1.1695673372810849,False,9.642594679963754,8.441735097281548
19,0,2,584,0.9574304354845018,-0.7749453507173486,-0.17957258008975896,0.315549897327968,False,15.295148433699296,20.71015499194108
20,0,2,478,-9.991337367917808,-1.5100512147390808,-0.9146784441114911,-1.472934767308134,True,9.857053057467933,7.149013919363567
21,0,2,175,-5.832439138732009,-0.8462755178170951,-0.25090274718950545,0.27417060369230695,False,14.632145616999173,20.1566010837565
22,0,2,240,-1.7039509266525994,-0.2807007824199371,0.3146719882076525,0.4532494026641447,False,20.970318864249,22.670034396312435
23,0,2,715,-5.216026098158775,0.5573498329685266,1.1527226035961162,1.0569037804446018,False,37.219956709613236,34.26690394530105
24,0,2,98,1.552988025172855,-0.7322263833465462,-0.13685361271895657,-0.62373679473833,False,15.705915763577716,11.547500027025096
25,0,2,210,-5.7049426903366,-0.6953823887109101,-0.10000961808332043,-0.024469063645373226,False,16.078332481488278,16.648126544561965
26,0,2,911,-4.562798175969133,-0.4513761737296874,0.14399659689790223,0.7156623118555624,False,18.76629421609858,27.049611007093628
27,0,2,386,-5.491469641113534,-0.5757431378772703,0.01962963275031937,-0.36927731657655155,False,17.33473225741856,13.448843333291292
28,0,2,786,-0.14527211089394765,0.6580388682730273,1.253411638900617,0.555408014438227,False,40.01389339128834,24.267599247420698
29,0,2,105,-5.816299840804,-0.11462853804330507,0.48074423258428456,0.3508257812190164,False,23.40218850275552,21.18943182439896
30,0,2,895,-3.4448783241237177,-1.263750169459085,-0.6683773988314953,0.3346117297612551,False,11.375015182835947,20.966413333369193
31,0,2,970,-1.736890174616128,-0.04768892286844834,0.5476838477591413,0.20170691875811003,False,24.47004373260489,19.237764461903605
32,0,2,883,-5.451217841495637,-0.3755982944632286,0.21977447616436102,0.5826574326997641,False,19.710992417434724,24.720309275266622
33,0,3,267,-1.4439730983487906,-1.2751883743140098,-1.3238715471716243,-1.190836349945819,True,6.221889140532686,6.310579710525836
34,0,3,288,6.681650875322552,-0.6729220100585691,-0.7216051829161835,-0.376636793787707,False,8.586035508997762,9.811285054380082
35,0,3,39,5.170074148550139,-1.0998747229117523,-1.1485578957693667,-1.4463001410501068,False,6.818365675906272,5.535973662534941
36,0,3,741,3.7922936980116577,-0.6698714555902288,-0.7185546284478431,-0.19783328638613573,False,8.600703217539927,10.868822752777074
37,0,3,372,6.418461155351224,0.3966237258643042,0.3479405530066898,0.6583902128191418,False,16.041174235585164,18.21560897001941
38,0,3,870,2.147964900406462,2.131512680783322,2.0828295079257075,2.217855322614848,False,51.88410975271461,52.93819154954055
39,0,3,125,4.070490555254751,0.4103188625065752,0.36163568964896076,0.21813451367848544,False,16.177918196714156,13.887170815442127
40,0,3,947,-1.3536941197667005,0.0365771182659224,-0.012106054591692013,-0.06351514683978458,False,12.897288977670689,11.747341324084111
